prov_name,prov_code,1986_sname,1986_name,1986_code,1987_sname,1987_name,1987_code,1988_sname,1988_name,1988_code,1989_sname,1989_name,1989_code,1990_sname,1990_name,1990_code,1991_sname,1991_name,1991_code,1992_sname,1992_name,1992_code,1993_sname,1993_name,1993_code,1994_sname,1994_name,1994_code,1995_sname,1995_name,1995_code,1996_sname,1996_name,1996_code,1997_sname,1997_name,1997_code,1998_sname,1998_name,1998_code,1999_sname,1999_name,1999_code,2000_sname,2000_name,2000_code,2001_sname,2001_name,2001_code,2002_sname,2002_name,2002_code,2003_sname,2003_name,2003_code,2004_sname,2004_name,2004_code,2005_sname,2005_name,2005_code,2006_sname,2006_name,2006_code,2007_sname,2007_name,2007_code,2008_sname,2008_name,2008_code,2009_sname,2009_name,2009_code,2010_sname,2010_name,2010_code,2011_sname,2011_name,2011_code,2012_sname,2012_name,2012_code,2013_sname,2013_name,2013_code,2014_sname,2014_name,2014_code,2015_sname,2015_name,2015_code,2016_sname,2016_name,2016_code,2017_sname,2017_name,2017_code,2018_sname,2018_name,2018_code,2019_sname,2019_name,2019_code,zhixiashi
北京市,110000,昌平,昌平县,110221,昌平,昌平县,110221,昌平,昌平县,110221,昌平,昌平县,110221,昌平,昌平县,110221,昌平,昌平县,110221,昌平,昌平县,110221,昌平,昌平县,110221,昌平,昌平县,110221,昌平,昌平县,110221,昌平,昌平县,110221,昌平,昌平县,110221,昌平,昌平县,110221,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,昌平,昌平区,110114,TRUE
北京市,110000,顺义,顺义县,110222,顺义,顺义县,110222,顺义,顺义县,110222,顺义,顺义县,110222,顺义,顺义县,110222,顺义,顺义县,110222,顺义,顺义县,110222,顺义,顺义县,110222,顺义,顺义县,110222,顺义,顺义县,110222,顺义,顺义县,110222,顺义,顺义县,110222,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,顺义,顺义区,110113,TRUE
北京市,110000,通县,通县,110223,通县,通县,110223,通县,通县,110223,通县,通县,110223,通县,通县,110223,通县,通县,110223,通县,通县,110223,通县,通县,110223,通县,通县,110223,通县,通县,110223,通县,通县,110223,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,通州,通州区,110112,TRUE
北京市,110000,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴县,110224,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,大兴,大兴区,110115,TRUE
北京市,110000,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷县,110226,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,平谷,平谷区,110117,TRUE
北京市,110000,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔县,110227,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,怀柔,怀柔区,110116,TRUE
北京市,110000,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云县,110228,密云,密云区,110118,密云,密云区,110118,密云,密云区,110118,密云,密云区,110118,密云,密云区,110118,TRUE
北京市,110000,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆县,110229,延庆,延庆区,110119,延庆,延庆区,110119,延庆,延庆区,110119,延庆,延庆区,110119,延庆,延庆区,110119,TRUE
天津市,120000,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,和平,和平区,120101,TRUE
天津市,120000,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,河东,河东区,120102,TRUE
天津市,120000,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,河西,河西区,120103,TRUE
天津市,120000,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,南开,南开区,120104,TRUE
天津市,120000,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,河北,河北区,120105,TRUE
天津市,120000,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,红桥,红桥区,120106,TRUE
天津市,120000,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,塘沽,塘沽区,120107,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,TRUE
天津市,120000,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,汉沽,汉沽区,120108,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,TRUE
天津市,120000,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,大港,大港区,120109,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,滨海新区,滨海新区,120116,TRUE
天津市,120000,东郊,东郊区,120110,东郊,东郊区,120110,东郊,东郊区,120110,东郊,东郊区,120110,东郊,东郊区,120110,东郊,东郊区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,东丽,东丽区,120110,TRUE
天津市,120000,西郊,西郊区,120111,西郊,西郊区,120111,西郊,西郊区,120111,西郊,西郊区,120111,西郊,西郊区,120111,西郊,西郊区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,西青,西青区,120111,TRUE
天津市,120000,南郊,南郊区,120112,南郊,南郊区,120112,南郊,南郊区,120112,南郊,南郊区,120112,南郊,南郊区,120112,南郊,南郊区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,津南,津南区,120112,TRUE
天津市,120000,北郊,北郊区,120113,北郊,北郊区,120113,北郊,北郊区,120113,北郊,北郊区,120113,北郊,北郊区,120113,北郊,北郊区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,北辰,北辰区,120113,TRUE
